,x,y,u,cell_id,CoV,infected_DM_3,IoD,infected_DM_0,population,sd,var,infected_DM_2,infected_DM_1,level of impact,level of uncertainity,distance in miles
0,-2.2757994,53.3781838,0.25,2145250552420976000,2.0,0,1.0,0,58,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.7754324618623967
1,-2.2878371,53.3799531,0.25,560262372630620900,2.0,0,1.0,1,33,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.6927775558601625
2,-2.2878492,53.3817508,0.25,-4465850386942914000,2.0,0,1.0,1,84,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.5746619083303601
3,-2.2758227,53.3817792,0.25,-9196684365274498000,2.0,0,1.0,0,78,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.532224203987298
4,-2.2743194,53.3817827,0.25,4921747799801836000,2.0,1,1.0,0,128,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.558312829071677
5,-2.2878553,53.3826496,0.25,7936991242016606000,2.0,0,1.0,0,57,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.5159678937683287
6,-2.2863519,53.3826532,0.25,8886296984266166000,2.0,0,1.0,1,73,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.4852891303637596
7,-2.2653051,53.3827019,0.25,-6294588123162691000,2.0,0,1.0,0,71,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.7841445427836609
8,-2.2623039,53.3836074,0.5,-8530747164862957000,1.15470053837925,1,0.666666666666667,0,84,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,1.8690865960194083
9,-2.2698265,53.3844895,0.25,-446317090445170900,2.0,0,1.0,0,91,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.5088638970254844
10,-2.2908804,53.3853389,0.25,-3305937180132804000,2.0,0,1.0,1,49,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.4315641265176895
11,-2.2803563,53.3853641,0.25,7240752837975761000,2.0,1,1.0,0,73,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.2468839172301074
12,-2.2743425,53.3853781,0.25,-5158204288639930000,2.0,0,1.0,1,68,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.3217110633932798
13,-2.2713356,53.3853849,0.25,-8760164071535679000,2.0,1,1.0,0,107,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.404473012587995
14,-2.2848726,53.3862522,0.25,-681913570574257400,2.0,0,1.0,0,35,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.219219300131648
15,-2.2818657,53.3862594,0.25,-5613942175032743000,2.0,0,1.0,0,65,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.1873497031366795
16,-2.2803622,53.3862629,0.25,7059035269608029000,2.0,1,1.0,0,82,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.1848375723551736
17,-2.2803622,53.3862629,0.25,7059035269608029000,2.0,0,1.0,0,82,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.1848375723551736
18,-2.2683344,53.3862906,0.25,7174424274453129000,2.0,0,1.0,0,100,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.4605412475159916
19,-2.2578101,53.3863138,0.25,1690323191750387000,2.0,1,1.0,0,78,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.9760033252460498
20,-2.2893891,53.3871402,0.25,-6847669845097000000,2.0,0,1.0,1,65,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.2730159583063287
21,-2.2833751,53.3871547,0.25,2870158926811391000,2.0,0,1.0,0,52,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.137661246776222
22,-2.2818716,53.3871582,0.25,5040086495445989000,2.0,0,1.0,1,99,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.1254670026462745
23,-2.2713471,53.3871826,0.25,1818685920534279000,2.0,0,1.0,0,108,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.295313287888576
24,-2.2683401,53.3871894,0.5,-8431940626027319000,1.15470053837925,1,0.666666666666667,0,80,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,1.4105264268442776
25,-2.262326,53.3872028,0.25,-8932006606833614000,2.0,0,1.0,0,113,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.6947348576446672
26,-2.2848846,53.3880499,0.25,6731534826205455000,2.0,0,1.0,0,63,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.0991630791692517
27,-2.2848846,53.3880499,0.25,6731534826205455000,2.0,0,1.0,1,63,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.0991630791692517
28,-2.2818776,53.3880571,0.25,6559369828437615000,2.0,1,1.0,0,78,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.0635978064360236
29,-2.2773669,53.3880676,0.25,-2213371274016815000,2.0,0,1.0,1,31,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.0852578932076595
30,-2.2758634,53.3880711,0.5,1592867476467144000,1.15470053837925,0,0.666666666666667,0,56,0.577350269189626,0.333333333333333,1,1,moderately impacted area,moderate uncertainity,1.1119650595711648
31,-2.2698493,53.3880849,0.25,-6818440096801929000,2.0,0,1.0,0,83,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.2988697753977199
32,-2.2683457,53.3880883,0.25,-6968908508963193000,2.0,0,1.0,0,105,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.361501874451803
33,-2.2623316,53.3881017,0.25,7151719686324842000,2.0,0,1.0,1,118,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.6540923472712865
34,-2.2593245,53.3881082,0.25,5664349563361535000,2.0,0,1.0,0,16,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.8184417640545858
35,-2.3029334,53.3889043,0.25,-4293263633625455000,2.0,1,1.0,0,73,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.8319505278162775
36,-2.2848906,53.3889488,0.25,3825541754741884000,2.0,0,1.0,0,60,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.0394890926093021
37,-2.2848906,53.3889488,0.25,3825541754741884000,2.0,0,1.0,1,60,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.0394890926093021
38,-2.2833871,53.3889523,0.25,1939085398615513000,2.0,1,1.0,0,61,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.0155022586229001
39,-2.2773728,53.3889665,0.25,4165158398914364000,2.0,1,1.0,0,57,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.0246396169085321
40,-2.2758692,53.38897,0.25,-9049234175529625000,2.0,0,1.0,1,65,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.0528616982008017
41,-2.2533157,53.38902,0.25,2307273288307803000,2.0,1,1.0,0,64,0.5,0.25,0,0,slightly impacted area,highest uncertainity,2.1397453468634526
42,-2.2999326,53.3898108,0.25,-2010144012989000000,2.0,0,1.0,1,13,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.6253016330730707
43,-2.2848966,53.3898476,0.25,1721741883500523000,2.0,0,1.0,0,61,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.9801181264416429
44,-2.2773786,53.3898653,0.25,-618346127684495600,2.0,0,1.0,1,46,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.9642131940251941
45,-2.275875,53.3898688,0.75,2621706864271457000,1.27656947700845,0,1.22222222222222,2,68,0.957427107756338,0.916666666666667,1,0,higher impacted area,highest uncertainity,0.9941252899157619
46,-2.268357,53.389886,0.25,2063104984811209000,2.0,0,1.0,0,86,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.2668869186660143
47,-2.2653498,53.3898927,0.25,6618678399620177000,2.0,0,1.0,1,64,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.4152080964637879
48,-2.2638462,53.389896,0.25,5509500525831860000,2.0,1,1.0,0,101,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.4946922747599927
49,-2.2578318,53.3899092,0.25,8212308234787923000,2.0,1,1.0,0,70,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.8371521736878098
50,-2.2518174,53.389922,0.25,-7801025428193906000,2.0,0,1.0,0,51,0.5,0.25,1,0,slightly impacted area,highest uncertainity,2.204898414781213
51,-2.3255005,53.3906426,0.25,9219191873715489000,2.0,0,1.0,1,70,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.2161067098603118
52,-2.3014426,53.3907058,0.25,8140063434184532000,2.0,0,1.0,0,58,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.6783670986951877
53,-2.2864063,53.3907429,0.25,-1721723547703087000,2.0,0,1.0,1,65,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.958866962441019
54,-2.2773845,53.3907642,0.25,-1956045948729192000,2.0,0,1.0,0,24,0.5,0.25,1,0,slightly impacted area,highest uncertainity,0.9039987771822707
55,-2.2758809,53.3907677,0.25,-761044127706544400,2.0,0,1.0,0,36,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.9358081913184456
56,-2.2758809,53.3907677,0.25,-761044127706544400,2.0,0,1.0,1,36,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.9358081913184456
57,-2.2743772,53.3907711,0.25,5337655083423847000,2.0,0,1.0,0,16,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.9776830740514006
58,-2.2698663,53.3907814,0.5,-8831999906576382000,1.15470053837925,1,0.666666666666667,0,65,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,1.1514103041925583
59,-2.2668591,53.3907882,0.25,5206250019125936000,2.0,1,1.0,0,73,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.2962510755622552
60,-2.2653554,53.3907915,0.25,-6457656585742030000,2.0,0,1.0,1,74,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.3747483447601927
61,-2.2638518,53.3907949,0.25,-591370724270145800,2.0,1,1.0,0,115,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.4564201933009338
62,-2.2638518,53.3907949,0.25,-591370724270145800,2.0,0,1.0,0,115,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.4564201933009338
63,-2.2623482,53.3907982,0.25,-8406378832372719000,2.0,1,1.0,0,92,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.5407739879765432
64,-2.2578372,53.390808,0.25,259500416144419600,2.0,0,1.0,1,104,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.8061089992977133
65,-2.3104709,53.3915815,0.25,-3929725316356156000,2.0,0,1.0,0,64,0.5,0.25,0,1,slightly impacted area,highest uncertainity,2.2109369909990693
66,-2.287916,53.3916381,0.25,5081494158588141000,2.0,0,1.0,0,19,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.9526982301375488
67,-2.2864123,53.3916417,0.25,-5267665466079037000,2.0,0,1.0,0,45,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.902761605783636
68,-2.2864123,53.3916417,0.75,-5267665466079037000,1.27656947700845,0,1.22222222222222,2,45,0.957427107756338,0.916666666666667,1,0,higher impacted area,highest uncertainity,0.902761605783636
69,-2.283405,53.3916489,0.25,1420461183052924000,2.0,1,1.0,0,83,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8333286389390733
70,-2.2819013,53.3916525,0.25,-5337146853285290000,2.0,0,1.0,0,77,0.5,0.25,1,0,slightly impacted area,highest uncertainity,0.8164227725095554
71,-2.2803977,53.391656,0.25,-2805425788325674000,2.0,0,1.0,0,49,0.5,0.25,1,0,slightly impacted area,highest uncertainity,0.8125609775700664
72,-2.278894,53.3916595,0.25,-1318233828142184000,2.0,1,1.0,0,41,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8219198322882202
73,-2.2773903,53.391663,0.5,5495915162577545000,2.0,0,2.0,2,123,1.0,1.0,0,0,moderately impacted area,highest uncertainity,0.8440603408034021
74,-2.2758867,53.3916665,0.25,-9097511434836588000,2.0,0,1.0,1,96,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8780134704574718
75,-2.2758867,53.3916665,0.75,-9097511434836588000,1.27656947700845,2,1.22222222222222,1,96,0.957427107756338,0.916666666666667,0,0,higher impacted area,highest uncertainity,0.8780134704574718
76,-2.274383,53.39167,0.5,4608285355377682000,1.15470053837925,0,0.666666666666667,1,48,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,0.922480041166457
77,-2.269872,53.3916803,0.25,2997553179769409000,2.0,0,1.0,0,69,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.1048526731138417
78,-2.2668647,53.391687,0.25,-7158070681116558000,2.0,0,1.0,1,79,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.2550455832323122
79,-2.2638574,53.3916937,0.25,-1691224846360184000,2.0,0,1.0,1,65,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.419834053698513
80,-2.2578427,53.3917069,0.25,2313598565672419000,2.0,0,1.0,0,65,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.7766821870294238
81,-2.256339,53.3917101,0.25,-1120274539367643000,2.0,1,1.0,0,70,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.8696936693531458
82,-2.2548354,53.3917133,0.25,1616452290703092000,2.0,0,1.0,0,107,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.9637905360468786
83,-2.2533317,53.3917165,0.25,5482264970260646000,2.0,0,1.0,1,82,0.5,0.25,0,0,slightly impacted area,highest uncertainity,2.058835636629891
84,-2.2503243,53.3917229,0.25,-6712565873347028000,2.0,0,1.0,1,77,0.5,0.25,0,0,slightly impacted area,highest uncertainity,2.2512734794142926
85,-2.2202509,53.3917822,0.25,4309390109711242000,2.0,0,1.0,0,67,0.5,0.25,1,0,slightly impacted area,highest uncertainity,4.2558448613341024
86,-2.302959,53.3924997,0.25,27216304659095270,2.0,0,1.0,1,117,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.7104266643906858
87,-2.287922,53.3925369,0.5,-6057526548114636000,1.15470053837925,1,0.666666666666667,0,134,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,0.9005238422880516
88,-2.287922,53.3925369,0.5,-6057526548114636000,1.15470053837925,0,0.666666666666667,1,134,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,0.9005238422880516
89,-2.2864184,53.3925406,0.25,-4640712914284153000,2.0,0,1.0,1,46,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8474830037460781
90,-2.2849147,53.3925442,0.25,-815368468698692900,2.0,1,1.0,0,40,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8044277443424038
91,-2.2849147,53.3925442,0.5,-815368468698692900,1.15470053837925,0,0.666666666666667,1,40,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,0.8044277443424038
92,-2.283411,53.3925477,0.25,-6177396655175955000,2.0,1,1.0,0,37,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7730327946036862
93,-2.2804036,53.3925548,0.75,8070596276634620000,0.666666666666667,1,0.333333333333333,0,45,0.5,0.25,1,1,higher impacted area,least uncertainity,0.7505245461135672
94,-2.2788999,53.3925584,0.25,2041350761148513000,2.0,0,1.0,1,49,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7606042257231043
95,-2.2773962,53.3925619,0.25,7848730819510756000,2.0,0,1.0,1,60,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7844422349683406
96,-2.2758925,53.3925654,0.25,1680469019221704000,2.0,1,1.0,0,65,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8208344727729705
97,-2.2758925,53.3925654,0.25,1680469019221704000,2.0,0,1.0,0,65,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.8208344727729705
98,-2.2743888,53.3925688,0.25,-4563386169433357000,2.0,0,1.0,1,74,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8682096336880438
99,-2.2743888,53.3925688,0.5,-4563386169433357000,1.15470053837925,1,0.666666666666667,1,74,0.577350269189626,0.333333333333333,0,0,moderately impacted area,moderate uncertainity,0.8682096336880438
100,-2.2698777,53.3925791,0.75,-1492833617048750000,2.0,0,3.0,3,165,1.5,2.25,0,0,higher impacted area,very unlikely,1.0598898442285254
101,-2.2698777,53.3925791,1.25,-1492833617048750000,0.765941686205071,1,0.733333333333333,2,165,0.957427107756338,0.916666666666667,0,2,higher impacted area,moderate uncertainity,1.0598898442285254
102,-2.2638629,53.3925926,0.75,-5027325855083639000,1.27656947700845,2,1.22222222222222,1,72,0.957427107756338,0.916666666666667,0,0,higher impacted area,highest uncertainity,1.3850648993657293
103,-2.2608555,53.3925992,0.25,8127967717823391000,2.0,0,1.0,0,133,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.5638005072051233
104,-2.2593518,53.3926025,0.25,-4557416504318367000,2.0,0,1.0,1,78,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.6557139856328873
105,-2.2593518,53.3926025,0.5,-4557416504318367000,1.15470053837925,0,0.666666666666667,0,78,0.577350269189626,0.333333333333333,1,1,moderately impacted area,moderate uncertainity,1.6557139856328873
106,-2.2563444,53.392609,0.25,8089824217760805000,2.0,1,1.0,0,60,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.8433662038408956
107,-2.253337,53.3926154,0.5,-5722908935651589000,1.15470053837925,0,0.666666666666667,1,106,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,2.0349384454134793
108,-2.2383,53.3926464,0.25,6985027301727943000,2.0,1,1.0,0,49,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.0251083296855823
109,-2.3089802,53.3933831,0.25,-8647759274551204000,2.0,0,1.0,1,49,0.5,0.25,0,0,slightly impacted area,highest uncertainity,2.0707055041525915
110,-2.2894318,53.3934321,0.5,451368234155694800,1.15470053837925,0,0.666666666666667,1,58,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,0.9145036585899652
111,-2.2879281,53.3934358,0.25,4346506332397172000,2.0,1,1.0,0,51,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8496770030691648
112,-2.2864244,53.3934394,0.5,1248952752944161000,1.15470053837925,0,0.666666666666667,1,50,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,0.7932108080111256
113,-2.2864244,53.3934394,1.0,1248952752944161000,0.816496580927726,2,0.666666666666667,1,50,0.816496580927726,0.666666666666667,0,1,higher impacted area,moderate uncertainity,0.7932108080111256
114,-2.2849207,53.393443,0.25,-7355693201230099000,2.0,0,1.0,0,70,0.5,0.25,1,0,slightly impacted area,highest uncertainity,0.7469970207907505
115,-2.2849207,53.393443,0.25,-7355693201230099000,2.0,0,1.0,1,70,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7469970207907505
116,-2.2834169,53.3934466,0.75,1517196030241036000,1.27656947700845,0,1.22222222222222,2,51,0.957427107756338,0.916666666666667,0,1,higher impacted area,highest uncertainity,0.7130301127700777
117,-2.2819132,53.3934501,0.25,-7120469651436264000,2.0,0,1.0,0,66,0.5,0.25,1,0,slightly impacted area,highest uncertainity,0.6931245332496866
118,-2.2819132,53.3934501,1.0,-7120469651436264000,0.816496580927726,1,0.666666666666667,1,66,0.816496580927726,0.666666666666667,2,0,higher impacted area,moderate uncertainity,0.6931245332496866
119,-2.2789058,53.3934572,0.5,4539124850114562000,1.15470053837925,1,0.666666666666667,1,119,0.577350269189626,0.333333333333333,0,0,moderately impacted area,moderate uncertainity,0.6994267755331135
120,-2.2789058,53.3934572,0.75,4539124850114562000,0.666666666666667,1,0.333333333333333,1,119,0.5,0.25,1,0,higher impacted area,least uncertainity,0.6994267755331135
121,-2.277402,53.3934607,0.5,7637634570444323000,2.0,2,2.0,0,52,1.0,1.0,0,0,moderately impacted area,highest uncertainity,0.7252427319009791
122,-2.2758983,53.3934642,0.5,1023277813718753000,1.15470053837925,1,0.666666666666667,1,108,0.577350269189626,0.333333333333333,0,0,moderately impacted area,moderate uncertainity,0.7644234794909109
123,-2.2758983,53.3934642,0.5,1023277813718753000,1.15470053837925,0,0.666666666666667,1,108,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,0.7644234794909109
124,-2.2743946,53.3934677,0.25,-1014656776427861000,2.0,0,1.0,0,35,0.5,0.25,1,0,slightly impacted area,highest uncertainity,0.8150449507841425
125,-2.2728909,53.3934711,0.25,3478405876254766000,2.0,0,1.0,1,18,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8751294488376741
126,-2.2653722,53.3934881,0.25,-6811601979274526000,2.0,0,1.0,0,80,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.2639141183931426
127,-2.2638685,53.3934914,0.25,-2232910838414194000,2.0,1,1.0,0,54,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.3522489254613248
128,-2.2623648,53.3934947,0.25,-7947389099148614000,2.0,1,1.0,0,84,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.442658719591276
129,-2.260861,53.393498,0.25,4138761025846269000,2.0,0,1.0,1,88,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.5347830308542796
130,-2.2563498,53.3935078,0.25,6329635745871411000,2.0,0,1.0,0,98,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.8187787035737308
131,-2.2563498,53.3935078,0.5,6329635745871411000,1.15470053837925,1,0.666666666666667,0,98,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,1.8187787035737308
132,-2.2533424,53.3935142,1.0,7267985456593931000,0.816496580927726,0,0.666666666666667,2,114,0.816496580927726,0.666666666666667,1,1,higher impacted area,moderate uncertainity,2.01266765356197
133,-2.2428162,53.3935361,0.25,-7216273026217299000,2.0,0,1.0,0,25,0.5,0.25,0,1,slightly impacted area,highest uncertainity,2.707599615241226
134,-2.2909417,53.3943273,0.5,-5987980460276433000,1.15470053837925,1,0.666666666666667,0,17,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,0.9439830881045459
135,-2.2894379,53.394331,0.5,750816583081520900,2.0,0,2.0,0,77,1.0,1.0,2,0,moderately impacted area,highest uncertainity,0.868955490545828
136,-2.2894379,53.394331,0.75,750816583081520900,1.27656947700845,2,1.22222222222222,0,77,0.957427107756338,0.916666666666667,1,0,higher impacted area,highest uncertainity,0.868955490545828
137,-2.2879342,53.3943346,0.25,1495264903334476000,2.0,1,1.0,0,75,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8004188998743377
138,-2.2879342,53.3943346,0.25,1495264903334476000,2.0,0,1.0,0,75,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.8004188998743377
139,-2.2864304,53.3943382,0.25,-3123651307932916000,2.0,1,1.0,0,48,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7401625080948452
140,-2.2864304,53.3943382,0.25,-3123651307932916000,2.0,0,1.0,1,48,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7401625080948452
141,-2.2849267,53.3943418,0.5,-1680478506773983000,2.0,2,2.0,0,33,1.0,1.0,0,0,moderately impacted area,highest uncertainity,0.6903667999464503
142,-2.2834229,53.3943454,0.5,-4609572173633225000,1.15470053837925,1,0.666666666666667,1,16,0.577350269189626,0.333333333333333,0,0,moderately impacted area,moderate uncertainity,0.6534204790467062
143,-2.2834229,53.3943454,0.5,-4609572173633225000,2.0,0,2.0,0,16,1.0,1.0,2,0,moderately impacted area,highest uncertainity,0.6534204790467062
144,-2.2804154,53.3943525,0.25,1076598978061933000,2.0,0,1.0,1,117,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.626454819665589
145,-2.2804154,53.3943525,1.0,1076598978061933000,1.15470053837925,2,1.33333333333333,0,117,1.15470053837925,1.33333333333333,2,0,higher impacted area,highest uncertainity,0.626454819665589
146,-2.2804154,53.3943525,1.75,1076598978061933000,0.285714285714286,1,0.142857142857143,2,117,0.5,0.25,2,2,higher impacted area,least uncertainity,0.626454819665589
147,-2.2789116,53.3943561,0.25,8064249123743600000,2.0,0,1.0,1,35,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.6384130174250261
148,-2.2789116,53.3943561,0.5,8064249123743600000,1.15470053837925,0,0.666666666666667,1,35,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,0.6384130174250261
149,-2.2774079,53.3943596,0.75,738333188937921300,1.27656947700845,2,1.22222222222222,0,59,0.957427107756338,0.916666666666667,1,0,higher impacted area,highest uncertainity,0.666553701026862
150,-2.2759041,53.3943631,0.25,967779963848827600,2.0,1,1.0,0,83,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7089498486012579
151,-2.2759041,53.3943631,0.25,967779963848827600,2.0,0,1.0,0,83,0.5,0.25,1,0,slightly impacted area,highest uncertainity,0.7089498486012579
152,-2.2759041,53.3943631,1.5,967779963848827600,0.86066296582387,2,1.11111111111111,1,83,1.29099444873581,1.66666666666667,3,0,higher impacted area,highest uncertainity,0.7089498486012579
153,-2.2744004,53.3943665,0.25,-2117732822304855000,2.0,0,1.0,0,79,0.5,0.25,0,1,slightly impacted area,highest uncertainity,0.7632300900128381
154,-2.2744004,53.3943665,0.25,-2117732822304855000,2.0,0,1.0,1,79,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.7632300900128381
155,-2.2744004,53.3943665,0.5,-2117732822304855000,1.15470053837925,0,0.666666666666667,1,79,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,0.7632300900128381
156,-2.2728966,53.39437,0.25,5837932200631262000,2.0,0,1.0,1,46,0.5,0.25,0,0,slightly impacted area,highest uncertainity,0.8270538590803583
157,-2.2668816,53.3943836,0.25,6327259187314377000,2.0,0,1.0,0,39,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.1427748078265376
158,-2.2653778,53.3943869,0.25,6336301741743682000,2.0,0,1.0,1,58,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.2310177794004153
159,-2.2608665,53.3943969,0.25,-5156201040097683000,2.0,0,1.0,0,90,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.5077594518762187
160,-2.2608665,53.3943969,0.5,-5156201040097683000,1.15470053837925,0,0.666666666666667,1,90,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,1.5077594518762187
161,-2.2548515,53.3944099,0.25,-209870128184341800,2.0,0,1.0,0,49,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.893726135984282
162,-2.2533477,53.3944131,0.25,5012347908523916000,2.0,0,1.0,0,45,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.9920859859552145
163,-2.2443251,53.3944319,0.25,-6298885669145482000,2.0,0,1.0,0,46,0.5,0.25,1,0,slightly impacted area,highest uncertainity,2.5913399975057345
164,-2.3074895,53.3951847,0.25,-5848358728785634000,2.0,1,1.0,0,125,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.9337934308064268
165,-2.3074895,53.3951847,0.25,-5848358728785634000,2.0,0,1.0,0,125,0.5,0.25,0,1,slightly impacted area,highest uncertainity,1.9337934308064268
166,-2.3029781,53.3951962,0.25,8402503977158520000,2.0,1,1.0,0,86,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.6381546894270989
167,-2.3029781,53.3951962,0.25,8402503977158520000,2.0,0,1.0,0,86,0.5,0.25,1,0,slightly impacted area,highest uncertainity,1.6381546894270989
168,-2.3014743,53.3952,0.25,-2003434574200343000,2.0,1,1.0,0,98,0.5,0.25,0,0,slightly impacted area,highest uncertainity,1.5410174127079095
169,-2.2909478,53.3952262,0.5,-8436379280332603000,2.0,0,2.0,0,68,1.0,1.0,0,2,moderately impacted area,highest uncertainity,0.9042287582552311
