,x,y,u,cell_id,CoV,infected_DM_3,IoD,infected_DM_0,population,sd,var,infected_DM_2,infected_DM_1,level of impact,level of uncertainity,distance in miles
5794,-2.2551853,53.4501382,0.25,-977342553841923300,2.0,1,1.0,0,100,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.676963286847974
5795,-2.2551853,53.4501382,0.25,-977342553841923300,2.0,0,1.0,1,100,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.676963286847974
5796,-2.2551853,53.4501382,1.25,-977342553841923300,0.765941686205071,1,0.733333333333333,0,100,0.957427107756338,0.916666666666667,2,2,higher impacted area,moderate uncertainity,3.676963286847974
5797,-2.2551853,53.4501382,2.0,-977342553841923300,0.707106781186548,0,1.0,3,100,1.4142135623731,2.0,2,3,highest contaminated zone,highest uncertainity,3.676963286847974
5798,-2.2551853,53.4501382,5.5,-977342553841923300,0.23472626340651,7,0.303030303030303,5,100,1.29099444873581,1.66666666666667,6,4,highest contaminated zone,least uncertainity,3.676963286847974
5799,-2.2536795,53.4501414,1.0,5028887103000398000,1.15470053837925,0,1.33333333333333,0,35,1.15470053837925,1.33333333333333,2,2,higher impacted area,highest uncertainity,3.7282303187451626
5800,-2.2536795,53.4501414,2.25,5028887103000398000,0.425523159002817,3,0.407407407407407,2,35,0.957427107756338,0.916666666666667,3,1,highest contaminated zone,least uncertainity,3.7282303187451626
5801,-2.2521738,53.4501446,0.25,1206691125702303000,2.0,0,1.0,0,62,0.5,0.25,1,0,slightly impacted area,highest uncertainity,3.7816617291947234
5802,-2.2521738,53.4501446,0.25,1206691125702303000,2.0,0,1.0,1,62,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.7816617291947234
5803,-2.2521738,53.4501446,3.25,1206691125702303000,0.387170996680551,5,0.487179487179487,3,62,1.25830573921179,1.58333333333333,2,3,highest contaminated zone,least uncertainity,3.7816617291947234
5804,-2.2446452,53.4501602,0.5,5920712566810578000,1.15470053837925,0,0.666666666666667,0,72,0.577350269189626,0.333333333333333,1,1,moderately impacted area,moderate uncertainity,4.078214766900138
5805,-2.2446452,53.4501602,0.75,5920712566810578000,2.0,0,3.0,3,72,1.5,2.25,0,0,higher impacted area,very unlikely,4.078214766900138
5806,-2.2446452,53.4501602,3.25,5920712566810578000,0.153846153846154,3,0.0769230769230769,3,72,0.5,0.25,4,3,highest contaminated zone,least uncertainity,4.078214766900138
5807,-2.2431394,53.4501633,1.25,-3174510123056397000,0.4,1,0.2,1,122,0.5,0.25,2,1,higher impacted area,least uncertainity,4.1428214941085075
5808,-2.2431394,53.4501633,4.75,-3174510123056397000,0.359542132138933,5,0.614035087719298,7,122,1.70782512765993,2.91666666666667,3,4,highest contaminated zone,least uncertainity,4.1428214941085075
5809,-2.2416337,53.4501664,0.25,5243918961047380000,2.0,0,1.0,1,116,0.5,0.25,0,0,slightly impacted area,highest uncertainity,4.209004150296002
5810,-2.2416337,53.4501664,0.75,5243918961047380000,2.0,3,3.0,0,116,1.5,2.25,0,0,higher impacted area,very unlikely,4.209004150296002
5811,-2.2416337,53.4501664,6.0,5243918961047380000,0.235702260395516,6,0.333333333333333,8,116,1.4142135623731,2.0,5,5,highest contaminated zone,least uncertainity,4.209004150296002
5812,-2.240128,53.4501694,0.25,-4326530161537608000,2.0,0,1.0,0,108,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.276688391398918
5813,-2.240128,53.4501694,0.75,-4326530161537608000,1.27656947700845,1,1.22222222222222,0,108,0.957427107756338,0.916666666666667,2,0,higher impacted area,highest uncertainity,4.276688391398918
5814,-2.240128,53.4501694,4.25,-4326530161537608000,0.445404576141198,4,0.843137254901961,3,108,1.89296944860009,3.58333333333333,7,3,highest contaminated zone,moderate uncertainity,4.276688391398918
5815,-2.2386222,53.4501724,0.25,-4949194335952387000,2.0,0,1.0,1,163,0.5,0.25,0,0,slightly impacted area,highest uncertainity,4.345813811451278
5816,-2.2386222,53.4501724,0.75,-4949194335952387000,1.27656947700845,0,1.22222222222222,1,163,0.957427107756338,0.916666666666667,0,2,higher impacted area,highest uncertainity,4.345813811451278
5817,-2.2386222,53.4501724,0.75,-4949194335952387000,2.0,0,3.0,0,163,1.5,2.25,0,3,higher impacted area,very unlikely,4.345813811451278
5818,-2.2386222,53.4501724,6.75,-4949194335952387000,0.4743054990691,4,1.51851851851852,9,163,3.20156211871642,10.25,4,10,highest contaminated zone,highest uncertainity,4.345813811451278
5819,-2.2371165,53.4501754,0.25,446068822690904800,2.0,0,1.0,0,124,0.5,0.25,1,0,slightly impacted area,highest uncertainity,4.416303794996972
5820,-2.2371165,53.4501754,0.5,446068822690904800,1.15470053837925,1,0.666666666666667,1,124,0.577350269189626,0.333333333333333,0,0,moderately impacted area,moderate uncertainity,4.416303794996972
5821,-2.2371165,53.4501754,5.75,446068822690904800,0.218835780732485,6,0.27536231884058,4,124,1.25830573921179,1.58333333333333,6,7,highest contaminated zone,least uncertainity,4.416303794996972
5822,-2.2356108,53.4501784,1.0,-7221966839376309000,0.816496580927726,0,0.666666666666667,2,45,0.816496580927726,0.666666666666667,1,1,higher impacted area,moderate uncertainity,4.488098366768878
5823,-2.234105,53.4501814,5.5,-675658591883211000,0.481045692920835,5,1.27272727272727,8,176,2.64575131106459,7.0,2,7,highest contaminated zone,highest uncertainity,4.561140803523474
5824,-2.2325993,53.4501843,0.75,-6423252059148564000,0.666666666666667,1,0.333333333333333,1,211,0.5,0.25,1,0,higher impacted area,least uncertainity,4.635357856288995
5825,-2.2325993,53.4501843,6.75,-6423252059148564000,0.458621620271771,4,1.41975308641975,5,211,3.09569593683445,9.58333333333333,11,7,highest contaminated zone,highest uncertainity,4.635357856288995
5826,-2.2310936,53.4501873,0.25,2384788253011337000,2.0,1,1.0,0,229,0.5,0.25,0,0,slightly impacted area,highest uncertainity,4.710708043723699
5827,-2.2310936,53.4501873,0.25,2384788253011337000,2.0,0,1.0,0,229,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.710708043723699
5828,-2.2310936,53.4501873,5.5,2384788253011337000,0.23472626340651,5,0.303030303030303,7,229,1.29099444873581,1.66666666666667,4,6,highest contaminated zone,least uncertainity,4.710708043723699
5829,-2.2295878,53.4501902,0.25,-337148815173096700,2.0,0,1.0,0,257,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.787133647357896
5830,-2.2295878,53.4501902,4.75,-337148815173096700,0.43401111848607,3,0.894736842105263,6,257,2.06155281280883,4.25,3,7,highest contaminated zone,moderate uncertainity,4.787133647357896
5831,-2.2280821,53.450193,0.25,9002815133861496000,2.0,0,1.0,0,220,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.864574088402953
5832,-2.2280821,53.450193,6.5,9002815133861496000,0.387170996680551,4,0.974358974358974,10,220,2.51661147842358,6.33333333333333,6,6,highest contaminated zone,moderate uncertainity,4.864574088402953
5833,-2.2265763,53.4501959,1.5,-8100009322548904000,0.38490017945975,1,0.222222222222222,2,119,0.577350269189626,0.333333333333333,1,2,higher impacted area,least uncertainity,4.943000715462491
5834,-2.2205534,53.4502072,0.75,2293788486580368000,1.27656947700845,0,1.22222222222222,0,90,0.957427107756338,0.916666666666667,1,2,higher impacted area,highest uncertainity,5.2655617703310185
5835,-2.2190477,53.45021,0.25,6353453723756539000,2.0,1,1.0,0,40,0.5,0.25,0,0,slightly impacted area,highest uncertainity,5.348219643890758
5836,-2.2175419,53.4502127,0.25,6644748820134717000,2.0,0,1.0,0,187,0.5,0.25,0,1,slightly impacted area,highest uncertainity,5.4316137470060655
5837,-2.2175419,53.4502127,2.5,6644748820134717000,0.23094010767585,3,0.133333333333333,3,187,0.577350269189626,0.333333333333333,2,2,highest contaminated zone,least uncertainity,5.4316137470060655
5838,-2.2160362,53.4502155,0.5,8781373356796625000,1.15470053837925,0,0.666666666666667,0,53,0.577350269189626,0.333333333333333,1,1,moderately impacted area,moderate uncertainity,5.51570796358337
5839,-2.2085075,53.4502289,0.25,8912351051710738000,2.0,0,1.0,0,78,0.5,0.25,0,1,slightly impacted area,highest uncertainity,5.945639560970705
5840,-2.2070018,53.4502315,0.25,-7117386648283863000,2.0,0,1.0,1,94,0.5,0.25,0,0,slightly impacted area,highest uncertainity,6.03332636752728
5841,-2.205496,53.4502341,0.25,4325844181869810000,2.0,1,1.0,0,89,0.5,0.25,0,0,slightly impacted area,highest uncertainity,6.121531046924078
5842,-2.2024845,53.4502392,0.25,-2628932434383059000,2.0,0,1.0,0,103,0.5,0.25,1,0,slightly impacted area,highest uncertainity,6.299380986666557
5843,-2.2009788,53.4502418,0.5,4489607138376343000,1.15470053837925,1,0.666666666666667,0,223,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,6.388989413492825
5844,-2.1994731,53.4502443,0.5,1880267063915370000,1.15470053837925,0,0.666666666666667,1,302,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,6.479025558733125
5845,-2.1904386,53.4502591,0.25,-8075241935324453000,2.0,1,1.0,0,250,0.5,0.25,0,0,slightly impacted area,highest uncertainity,7.0273771966784775
5846,-2.2988577,53.4509357,0.25,-900075687885538600,2.0,1,1.0,0,24,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.5111240719409746
5847,-2.2958461,53.4509432,0.25,-6418317085794000000,2.0,1,1.0,0,113,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.4429218332498124
5848,-2.2958461,53.4509432,0.25,-6418317085794000000,2.0,0,1.0,1,113,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.4429218332498124
5849,-2.2913289,53.4509543,0.25,1848960747214345000,2.0,1,1.0,0,63,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.3622327838836146
5850,-2.2913289,53.4509543,0.25,1848960747214345000,2.0,0,1.0,0,63,0.5,0.25,0,1,slightly impacted area,highest uncertainity,3.3622327838836146
5851,-2.2913289,53.4509543,0.25,1848960747214345000,2.0,0,1.0,1,63,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.3622327838836146
5852,-2.2853059,53.4509688,0.25,9187245562962243000,2.0,1,1.0,0,70,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.297786558121812
5853,-2.2838001,53.4509724,0.25,8459384415438334000,2.0,0,1.0,0,93,0.5,0.25,0,1,slightly impacted area,highest uncertainity,3.2897111334279807
5854,-2.2838001,53.4509724,0.25,8459384415438334000,2.0,0,1.0,1,93,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.2897111334279807
5855,-2.2822943,53.450976,0.25,-2510818542532947000,2.0,1,1.0,0,86,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.2849127275489787
5856,-2.2822943,53.450976,0.25,-2510818542532947000,2.0,0,1.0,1,86,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.2849127275489787
5857,-2.2822943,53.450976,0.75,-2510818542532947000,1.27656947700845,2,1.22222222222222,0,86,0.957427107756338,0.916666666666667,1,0,higher impacted area,highest uncertainity,3.2849127275489787
5858,-2.2807886,53.4509795,0.25,-7274250121121723000,2.0,1,1.0,0,132,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.28339881101582
5859,-2.2807886,53.4509795,0.25,-7274250121121723000,2.0,0,1.0,0,132,0.5,0.25,0,1,slightly impacted area,highest uncertainity,3.28339881101582
5860,-2.2807886,53.4509795,0.25,-7274250121121723000,2.0,0,1.0,1,132,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.28339881101582
5861,-2.2807886,53.4509795,0.75,-7274250121121723000,1.27656947700845,0,1.22222222222222,1,132,0.957427107756338,0.916666666666667,2,0,higher impacted area,highest uncertainity,3.28339881101582
5862,-2.2792828,53.4509831,0.25,-4621675585906267000,2.0,0,1.0,1,18,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.2851874912529997
5863,-2.2777771,53.4509866,0.25,-4173448438449480000,2.0,0,1.0,0,7,0.5,0.25,0,1,slightly impacted area,highest uncertainity,3.2902593984908095
5864,-2.2762713,53.4509901,0.25,2161024926012489000,2.0,1,1.0,0,93,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.298606899521536
5865,-2.2762713,53.4509901,0.5,2161024926012489000,1.15470053837925,1,0.666666666666667,0,93,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,3.298606899521536
5866,-2.2762713,53.4509901,0.5,2161024926012489000,1.15470053837925,0,0.666666666666667,0,93,0.577350269189626,0.333333333333333,1,1,moderately impacted area,moderate uncertainity,3.298606899521536
5867,-2.2747656,53.4509936,0.5,851610594382067500,1.15470053837925,0,0.666666666666667,1,104,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,3.310204142187313
5868,-2.2747656,53.4509936,0.75,851610594382067500,1.27656947700845,0,1.22222222222222,0,104,0.957427107756338,0.916666666666667,2,1,higher impacted area,highest uncertainity,3.310204142187313
5869,-2.2747656,53.4509936,0.75,851610594382067500,1.27656947700845,2,1.22222222222222,1,104,0.957427107756338,0.916666666666667,0,0,higher impacted area,highest uncertainity,3.310204142187313
5870,-2.2732598,53.450997,0.5,-1392117916781911000,1.15470053837925,0,0.666666666666667,0,121,0.577350269189626,0.333333333333333,1,1,moderately impacted area,moderate uncertainity,3.325011801776091
5871,-2.2732598,53.450997,0.5,-1392117916781911000,1.15470053837925,0,0.666666666666667,1,121,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,3.325011801776091
5872,-2.2732598,53.450997,0.75,-1392117916781911000,1.27656947700845,0,1.22222222222222,2,121,0.957427107756338,0.916666666666667,1,0,higher impacted area,highest uncertainity,3.325011801776091
5873,-2.271754,53.4510005,0.25,-7300650718671987000,2.0,1,1.0,0,53,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.3430001453300537
5874,-2.271754,53.4510005,0.25,-7300650718671987000,2.0,0,1.0,0,53,0.5,0.25,1,0,slightly impacted area,highest uncertainity,3.3430001453300537
5875,-2.271754,53.4510005,0.5,-7300650718671987000,2.0,2,2.0,0,53,1.0,1.0,0,0,moderately impacted area,highest uncertainity,3.3430001453300537
5876,-2.271754,53.4510005,0.75,-7300650718671987000,1.27656947700845,2,1.22222222222222,0,53,0.957427107756338,0.916666666666667,0,1,higher impacted area,highest uncertainity,3.3430001453300537
5877,-2.271754,53.4510005,1.25,-7300650718671987000,1.00664459136943,1,1.26666666666667,1,53,1.25830573921179,1.58333333333333,3,0,higher impacted area,highest uncertainity,3.3430001453300537
5878,-2.2702483,53.4510039,0.25,986770394750326500,2.0,0,1.0,0,61,0.5,0.25,1,0,slightly impacted area,highest uncertainity,3.3641031799904595
5879,-2.2702483,53.4510039,0.25,986770394750326500,2.0,0,1.0,0,61,0.5,0.25,0,1,slightly impacted area,highest uncertainity,3.3641031799904595
5880,-2.2702483,53.4510039,0.5,986770394750326500,1.15470053837925,0,0.666666666666667,1,61,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,3.3641031799904595
5881,-2.2702483,53.4510039,0.75,986770394750326500,0.666666666666667,1,0.333333333333333,1,61,0.5,0.25,1,0,higher impacted area,least uncertainity,3.3641031799904595
5882,-2.2687425,53.4510073,0.25,-8634056816571481000,2.0,0,1.0,0,47,0.5,0.25,0,1,slightly impacted area,highest uncertainity,3.3882721456182243
5883,-2.2687425,53.4510073,0.5,-8634056816571481000,1.15470053837925,1,0.666666666666667,0,47,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,3.3882721456182243
5884,-2.2687425,53.4510073,1.0,-8634056816571481000,0.0,1,0.0,1,47,0.0,0.0,1,1,higher impacted area,least uncertainity,3.3882721456182243
5885,-2.2672368,53.4510107,0.5,8983790272791723000,1.15470053837925,1,0.666666666666667,0,36,0.577350269189626,0.333333333333333,1,0,moderately impacted area,moderate uncertainity,3.415438812519676
5886,-2.2672368,53.4510107,0.5,8983790272791723000,1.15470053837925,1,0.666666666666667,0,36,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,3.415438812519676
5887,-2.2672368,53.4510107,0.5,8983790272791723000,2.0,0,2.0,0,36,1.0,1.0,0,2,moderately impacted area,highest uncertainity,3.415438812519676
5888,-2.2672368,53.4510107,0.5,8983790272791723000,2.0,0,2.0,2,36,1.0,1.0,0,0,moderately impacted area,highest uncertainity,3.415438812519676
5889,-2.265731,53.451014,0.25,2260055268813584000,2.0,1,1.0,0,47,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.4455292235295993
5890,-2.265731,53.451014,0.25,2260055268813584000,2.0,0,1.0,1,47,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.4455292235295993
5891,-2.265731,53.451014,0.75,2260055268813584000,0.666666666666667,1,0.333333333333333,1,47,0.5,0.25,1,0,higher impacted area,least uncertainity,3.4455292235295993
5892,-2.2642252,53.4510174,0.25,786919756375283500,2.0,0,1.0,0,139,0.5,0.25,1,0,slightly impacted area,highest uncertainity,3.4784789001675733
5893,-2.2642252,53.4510174,0.25,786919756375283500,2.0,0,1.0,1,139,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.4784789001675733
5894,-2.2642252,53.4510174,2.25,786919756375283500,0.916245694581702,4,1.88888888888889,1,139,2.06155281280883,4.25,0,4,highest contaminated zone,highest uncertainity,3.4784789001675733
5895,-2.2642252,53.4510174,5.5,786919756375283500,0.181818181818182,6,0.181818181818182,4,139,1.0,1.0,6,6,highest contaminated zone,least uncertainity,3.4784789001675733
5896,-2.2627195,53.4510207,0.25,-4919004851150366000,2.0,0,1.0,0,115,0.5,0.25,1,0,slightly impacted area,highest uncertainity,3.5141920580076316
5897,-2.2627195,53.4510207,1.0,-4919004851150366000,1.4142135623731,1,2.0,3,115,1.4142135623731,2.0,0,0,higher impacted area,highest uncertainity,3.5141920580076316
5898,-2.2627195,53.4510207,2.0,-4919004851150366000,0.408248290463863,1,0.333333333333333,2,115,0.816496580927726,0.666666666666667,2,3,highest contaminated zone,least uncertainity,3.5141920580076316
5899,-2.2627195,53.4510207,3.5,-4919004851150366000,0.680136040813605,1,1.61904761904762,6,115,2.38047614284762,5.66666666666667,2,5,highest contaminated zone,highest uncertainity,3.5141920580076316
5900,-2.2612137,53.451024,0.25,3902314102044867000,2.0,0,1.0,1,111,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.5525963825464713
5901,-2.2612137,53.451024,1.0,3902314102044867000,1.4142135623731,0,2.0,3,111,1.4142135623731,2.0,1,0,higher impacted area,highest uncertainity,3.5525963825464713
5902,-2.2612137,53.451024,2.5,3902314102044867000,0.516397779494322,3,0.666666666666667,1,111,1.29099444873581,1.66666666666667,2,4,highest contaminated zone,moderate uncertainity,3.5525963825464713
5903,-2.2612137,53.451024,4.0,3902314102044867000,0.456435464587638,5,0.833333333333333,2,111,1.82574185835055,3.33333333333333,6,3,highest contaminated zone,moderate uncertainity,3.5525963825464713
5904,-2.259708,53.4510273,0.25,-2383808716942618,2.0,0,1.0,0,88,0.5,0.25,0,1,slightly impacted area,highest uncertainity,3.5936006068156474
5905,-2.259708,53.4510273,0.75,-2383808716942618,1.27656947700845,2,1.22222222222222,0,88,0.957427107756338,0.916666666666667,0,1,higher impacted area,highest uncertainity,3.5936006068156474
5906,-2.259708,53.4510273,1.75,-2383808716942618,0.719031850978167,0,0.904761904761905,2,88,1.25830573921179,1.58333333333333,2,3,higher impacted area,moderate uncertainity,3.5936006068156474
5907,-2.259708,53.4510273,2.75,-2383808716942618,0.806311193675762,2,1.78787878787879,1,88,2.21735578260835,4.91666666666667,2,6,highest contaminated zone,highest uncertainity,3.5936006068156474
5908,-2.2582022,53.4510305,0.25,-6969419558405829000,2.0,0,1.0,0,168,0.5,0.25,1,0,slightly impacted area,highest uncertainity,3.637115883506926
5909,-2.2582022,53.4510305,0.75,-6969419558405829000,0.666666666666667,1,0.333333333333333,1,168,0.5,0.25,0,1,higher impacted area,least uncertainity,3.637115883506926
5910,-2.2582022,53.4510305,0.75,-6969419558405829000,1.27656947700845,0,1.22222222222222,1,168,0.957427107756338,0.916666666666667,0,2,higher impacted area,highest uncertainity,3.637115883506926
5911,-2.2582022,53.4510305,4.5,-6969419558405829000,0.462592444325807,2,0.962962962962963,7,168,2.08166599946613,4.33333333333333,5,4,highest contaminated zone,moderate uncertainity,3.637115883506926
5912,-2.2582022,53.4510305,6.5,-6969419558405829000,0.478327130927632,5,1.48717948717949,11,168,3.1091263510296,9.66666666666667,4,6,highest contaminated zone,highest uncertainity,3.637115883506926
5913,-2.2566964,53.4510338,0.25,3483154076990266000,2.0,1,1.0,0,85,0.5,0.25,0,0,slightly impacted area,highest uncertainity,3.6830630009493865
5914,-2.2566964,53.4510338,0.5,3483154076990266000,2.0,0,2.0,0,85,1.0,1.0,0,2,moderately impacted area,highest uncertainity,3.6830630009493865
5915,-2.2566964,53.4510338,1.75,3483154076990266000,1.1780301787479,4,2.42857142857143,0,85,2.06155281280883,4.25,3,0,higher impacted area,very unlikely,3.6830630009493865
5916,-2.2566964,53.4510338,3.0,3483154076990266000,0.608580619450185,2,1.11111111111111,4,85,1.82574185835055,3.33333333333333,5,1,highest contaminated zone,highest uncertainity,3.6830630009493865
5917,-2.2551907,53.451037,0.5,-7834504497996877000,1.15470053837925,1,0.666666666666667,1,76,0.577350269189626,0.333333333333333,0,0,moderately impacted area,moderate uncertainity,3.731336692151416
5918,-2.2551907,53.451037,1.5,-7834504497996877000,0.86066296582387,0,1.11111111111111,3,76,1.29099444873581,1.66666666666667,1,2,higher impacted area,highest uncertainity,3.731336692151416
5919,-2.2551907,53.451037,3.5,-7834504497996877000,0.594761714133181,3,1.23809523809524,1,76,2.08166599946613,4.33333333333333,4,6,highest contaminated zone,highest uncertainity,3.731336692151416
5920,-2.2521791,53.4510434,0.25,-7062285074927732000,2.0,0,1.0,0,2,0.5,0.25,1,0,slightly impacted area,highest uncertainity,3.8345413817414125
5921,-2.2446503,53.4510591,0.5,-1549819133598936000,1.15470053837925,0,0.666666666666667,0,62,0.577350269189626,0.333333333333333,1,1,moderately impacted area,moderate uncertainity,4.1272808207285285
5922,-2.2446503,53.4510591,2.0,-1549819133598936000,0.707106781186548,4,1.0,1,62,1.4142135623731,2.0,2,1,highest contaminated zone,highest uncertainity,4.1272808207285285
5923,-2.2431446,53.4510622,0.25,-1143152487150368000,2.0,0,1.0,1,130,0.5,0.25,0,0,slightly impacted area,highest uncertainity,4.191121447227118
5924,-2.2431446,53.4510622,1.0,-1143152487150368000,0.816496580927726,1,0.666666666666667,1,130,0.816496580927726,0.666666666666667,2,0,higher impacted area,moderate uncertainity,4.191121447227118
5925,-2.2431446,53.4510622,2.0,-1143152487150368000,0.577350269189626,3,0.666666666666667,1,130,1.15470053837925,1.33333333333333,1,3,highest contaminated zone,moderate uncertainity,4.191121447227118
5926,-2.2431446,53.4510622,6.25,-1143152487150368000,0.354776925217335,4,0.786666666666667,7,130,2.21735578260835,4.91666666666667,9,5,highest contaminated zone,moderate uncertainity,4.191121447227118
5927,-2.2416388,53.4510652,0.25,122949555840550600,2.0,0,1.0,1,151,0.5,0.25,0,0,slightly impacted area,highest uncertainity,4.256546620299162
5928,-2.2416388,53.4510652,0.75,122949555840550600,0.666666666666667,1,0.333333333333333,0,151,0.5,0.25,1,1,higher impacted area,least uncertainity,4.256546620299162
5929,-2.2416388,53.4510652,7.25,122949555840550600,0.411872939475147,8,1.22988505747126,3,151,2.98607881119482,8.91666666666667,8,10,highest contaminated zone,highest uncertainity,4.256546620299162
5930,-2.240133,53.4510683,0.75,3329660565203629000,1.27656947700845,0,1.22222222222222,1,136,0.957427107756338,0.916666666666667,0,2,higher impacted area,highest uncertainity,4.323490926056079
5931,-2.240133,53.4510683,1.25,3329660565203629000,0.765941686205071,2,0.733333333333333,2,136,0.957427107756338,0.916666666666667,1,0,higher impacted area,moderate uncertainity,4.323490926056079
5932,-2.240133,53.4510683,4.0,3329660565203629000,0.5,3,1.0,3,136,2.0,4.0,3,7,highest contaminated zone,highest uncertainity,4.323490926056079
5933,-2.2386273,53.4510713,0.25,-7458230612698633000,2.0,0,1.0,1,174,0.5,0.25,0,0,slightly impacted area,highest uncertainity,4.391869978368847
5934,-2.2386273,53.4510713,0.75,-7458230612698633000,1.27656947700845,0,1.22222222222222,2,174,0.957427107756338,0.916666666666667,1,0,higher impacted area,highest uncertainity,4.391869978368847
5935,-2.2386273,53.4510713,8.0,-7458230612698633000,0.322748612183951,11,0.833333333333333,5,174,2.58198889747161,6.66666666666667,7,9,highest contaminated zone,moderate uncertainity,4.391869978368847
5936,-2.2371215,53.4510743,0.25,-6530821373774780000,2.0,0,1.0,0,249,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.4616317514556645
5937,-2.2371215,53.4510743,0.5,-6530821373774780000,1.15470053837925,1,0.666666666666667,0,249,0.577350269189626,0.333333333333333,0,1,moderately impacted area,moderate uncertainity,4.4616317514556645
5938,-2.2371215,53.4510743,1.0,-6530821373774780000,0.816496580927726,1,0.666666666666667,2,249,0.816496580927726,0.666666666666667,0,1,higher impacted area,moderate uncertainity,4.4616317514556645
5939,-2.2371215,53.4510743,11.75,-6530821373774780000,0.201098537287345,12,0.475177304964539,10,249,2.3629078131263,5.58333333333333,15,10,highest contaminated zone,least uncertainity,4.4616317514556645
5940,-2.2356157,53.4510773,0.25,9004721890016332000,2.0,0,1.0,0,125,0.5,0.25,1,0,slightly impacted area,highest uncertainity,4.532708125796985
5941,-2.2356157,53.4510773,0.25,9004721890016332000,2.0,0,1.0,0,125,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.532708125796985
5942,-2.2356157,53.4510773,2.5,9004721890016332000,0.516397779494322,1,0.666666666666667,2,125,1.29099444873581,1.66666666666667,4,3,highest contaminated zone,moderate uncertainity,4.532708125796985
5943,-2.23411,53.4510802,1.25,-3229591534740333000,0.765941686205071,2,0.733333333333333,1,113,0.957427107756338,0.916666666666667,2,0,higher impacted area,moderate uncertainity,4.605028464240402
5944,-2.23411,53.4510802,2.75,-3229591534740333000,0.621027319149067,1,1.06060606060606,3,113,1.70782512765993,2.91666666666667,2,5,highest contaminated zone,highest uncertainity,4.605028464240402
5945,-2.2326042,53.4510832,4.25,4722927003277000000,0.117647058823529,4,0.0588235294117647,5,105,0.5,0.25,4,4,highest contaminated zone,least uncertainity,4.678554153011029
5946,-2.2310984,53.4510861,0.25,5698718543070882000,2.0,0,1.0,0,249,0.5,0.25,1,0,slightly impacted area,highest uncertainity,4.753215166464794
5947,-2.2310984,53.4510861,1.0,5698718543070882000,0.0,1,0.0,1,249,0.0,0.0,1,1,higher impacted area,least uncertainity,4.753215166464794
5948,-2.2310984,53.4510861,5.25,5698718543070882000,0.500943931366968,8,1.31746031746032,3,249,2.62995563967658,6.91666666666667,7,3,highest contaminated zone,highest uncertainity,4.753215166464794
5949,-2.2295927,53.451089,0.25,-8881718509402341000,2.0,1,1.0,0,248,0.5,0.25,0,0,slightly impacted area,highest uncertainity,4.828958492732574
5950,-2.2295927,53.451089,0.25,-8881718509402341000,2.0,0,1.0,0,248,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.828958492732574
5951,-2.2295927,53.451089,1.0,-8881718509402341000,0.816496580927726,1,0.666666666666667,0,248,0.816496580927726,0.666666666666667,2,1,higher impacted area,moderate uncertainity,4.828958492732574
5952,-2.2295927,53.451089,4.75,-8881718509402341000,0.46681174370702,4,1.03508771929825,3,248,2.21735578260835,4.91666666666667,4,8,highest contaminated zone,highest uncertainity,4.828958492732574
5953,-2.2280869,53.4510919,0.25,5295842032891678000,2.0,0,1.0,0,188,0.5,0.25,0,1,slightly impacted area,highest uncertainity,4.905743808045131
